,value,percentage,datetime,Tipo,Id_Comunidad
251,40370.228,0.3806531045392598,2019-01-01T00:00:00.000+01:00,generacion,10
252,57339.018,0.49472218632366793,2019-02-01T00:00:00.000+01:00,generacion,10
253,26311.523,0.2703270140816708,2019-03-01T00:00:00.000+01:00,generacion,10
254,25020.153,0.28480020039248233,2019-04-01T00:00:00.000+02:00,generacion,10
255,22958.569,0.3630339809047246,2019-05-01T00:00:00.000+02:00,generacion,10
256,16793.131,0.24071467030370947,2019-06-01T00:00:00.000+02:00,generacion,10
257,20218.794,0.26020156837806935,2019-07-01T00:00:00.000+02:00,generacion,10
258,20288.618,0.2664028507913341,2019-08-01T00:00:00.000+02:00,generacion,10
259,15939.702,0.20828261630854628,2019-09-01T00:00:00.000+02:00,generacion,10
260,16986.119,0.20134174140006025,2019-10-01T00:00:00.000+02:00,generacion,10
261,56089.018,0.4370223366541106,2019-11-01T00:00:00.000+01:00,generacion,10
262,69993.766,0.5239725975354251,2019-12-01T00:00:00.000+01:00,generacion,10
263,28102.136,0.3254401150353787,2020-01-01T00:00:00.000+01:00,generacion,10
264,20626.718,0.26896454133831715,2020-02-01T00:00:00.000+01:00,generacion,10
265,43269.083,0.43698234401923236,2020-03-01T00:00:00.000+01:00,generacion,10
266,31553.459,0.4558358242885003,2020-04-01T00:00:00.000+02:00,generacion,10
267,32859.594,0.48755698689442206,2020-05-01T00:00:00.000+02:00,generacion,10
268,19766.564,0.42621080704441716,2020-06-01T00:00:00.000+02:00,generacion,10
269,20146.987,0.35460514712510516,2020-07-01T00:00:00.000+02:00,generacion,10
270,19579.44,0.23731783804732398,2020-08-01T00:00:00.000+02:00,generacion,10
271,18843.992,0.2300294828244356,2020-09-01T00:00:00.000+02:00,generacion,10
272,27763.924,0.27978978542985156,2020-10-01T00:00:00.000+02:00,generacion,10
273,18616.329,0.20574764045634011,2020-11-01T00:00:00.000+01:00,generacion,10
274,70146.415,0.4870015912713746,2020-12-01T00:00:00.000+01:00,generacion,10
275,65721.585,0.5865866470626021,2021-01-01T00:00:00.000+01:00,generacion,10
276,54404.335,0.4619595499690528,2021-02-01T00:00:00.000+01:00,generacion,10
277,36363.33,0.32895528159358706,2021-03-01T00:00:00.000+01:00,generacion,10
278,19311.79,0.20652081264406627,2021-04-01T00:00:00.000+02:00,generacion,10
279,17872.808,0.2461541597442382,2021-05-01T00:00:00.000+02:00,generacion,10
280,20553.137,0.2513090254210963,2021-06-01T00:00:00.000+02:00,generacion,10
281,21332.813,0.2539460533645293,2021-07-01T00:00:00.000+02:00,generacion,10
282,18915.412,0.23172330226089333,2021-08-01T00:00:00.000+02:00,generacion,10
283,12108.089,0.2025711829285478,2021-09-01T00:00:00.000+02:00,generacion,10
284,10345.409,0.1519910704185209,2021-10-01T00:00:00.000+02:00,generacion,10
285,26706.254,0.27255061509734085,2021-11-01T00:00:00.000+01:00,generacion,10
286,88060.533,0.5459152590531076,2021-12-01T00:00:00.000+01:00,generacion,10
287,171819.515,0.5210083441168245,2019-01-01T00:00:00.000+01:00,generacion,11
288,261289.653,0.7572128247059633,2019-02-01T00:00:00.000+01:00,generacion,11
289,141990.993,0.49351434270589845,2019-03-01T00:00:00.000+01:00,generacion,11
290,148493.429,0.543648164129291,2019-04-01T00:00:00.000+02:00,generacion,11
291,119019.553,0.5566189502320787,2019-05-01T00:00:00.000+02:00,generacion,11
292,81570.817,0.602066005303132,2019-06-01T00:00:00.000+02:00,generacion,11
293,64653.584,0.48899454921936447,2019-07-01T00:00:00.000+02:00,generacion,11
294,36158.663,0.34075962973928675,2019-08-01T00:00:00.000+02:00,generacion,11
295,37947.521,0.22387153132720994,2019-09-01T00:00:00.000+02:00,generacion,11
296,70126.813,0.34933677145887804,2019-10-01T00:00:00.000+02:00,generacion,11
297,356504.89,0.6165497929695699,2019-11-01T00:00:00.000+01:00,generacion,11
298,426727.744,0.7276797090621794,2019-12-01T00:00:00.000+01:00,generacion,11
299,190280.637,0.5367360977297368,2020-01-01T00:00:00.000+01:00,generacion,11
300,126445.453,0.44038689935845277,2020-02-01T00:00:00.000+01:00,generacion,11
301,195848.533,0.6106800321855266,2020-03-01T00:00:00.000+01:00,generacion,11
302,147484.777,0.6286872642661637,2020-04-01T00:00:00.000+02:00,generacion,11
303,134693.323,0.5910295503140468,2020-05-01T00:00:00.000+02:00,generacion,11
304,86707.293,0.5253048251987413,2020-06-01T00:00:00.000+02:00,generacion,11
305,39569.243,0.354540734494686,2020-07-01T00:00:00.000+02:00,generacion,11
306,34727.331,0.3250382981262877,2020-08-01T00:00:00.000+02:00,generacion,11
307,44470.51,0.3492386672586458,2020-09-01T00:00:00.000+02:00,generacion,11
308,139330.079,0.4642501327517054,2020-10-01T00:00:00.000+02:00,generacion,11
309,79234.341,0.40818744114950417,2020-11-01T00:00:00.000+01:00,generacion,11
310,280595.655,0.575439970146877,2020-12-01T00:00:00.000+01:00,generacion,11
311,302912.562,0.6820195409700798,2021-01-01T00:00:00.000+01:00,generacion,11
312,344254.166,0.680434909202303,2021-02-01T00:00:00.000+01:00,generacion,11
313,179679.634,0.6275828476536112,2021-03-01T00:00:00.000+01:00,generacion,11
314,98619.601,0.517449681159827,2021-04-01T00:00:00.000+02:00,generacion,11
315,92174.276,0.415000392672021,2021-05-01T00:00:00.000+02:00,generacion,11
316,101713.456,0.5254998684460869,2021-06-01T00:00:00.000+02:00,generacion,11
317,57977.995,0.40415977324332963,2021-07-01T00:00:00.000+02:00,generacion,11
318,39600.463,0.30241165049560914,2021-08-01T00:00:00.000+02:00,generacion,11
319,40993.735,0.30861703726722745,2021-09-01T00:00:00.000+02:00,generacion,11
320,32221.386,0.1700271000035856,2021-10-01T00:00:00.000+02:00,generacion,11
321,111482.957,0.4207732770552805,2021-11-01T00:00:00.000+01:00,generacion,11
322,330565.074,0.6146996873648486,2021-12-01T00:00:00.000+01:00,generacion,11
